name,price,type,color,side_panel,external_volume,supported_mobo_form_factors,max_gpu_length_mm,max_cpu_cooler_height_mm,psu_form_factor
Deepcool CH170 DIGITAL,124.99,Mini ITX Tower,White,Mesh,19.0,Mini ITX,300,140,SFX
be quiet! Pure Base 501 DX,129.9,ATX Mid Tower,Black,Tempered Glass,48.1,"ATX, Micro ATX, Mini ITX",360,170,ATX
Cougar Duoface Pro RGB,125.91,ATX Mid Tower,Black,Tempered Glass,55.4,"ATX, Micro ATX, Mini ITX",360,170,ATX
darkFlash DLM 21,124.99,MicroATX Mid Tower,White,Tempered Glass,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone FARA 515XR,69.98,ATX Mid Tower,Black,Tempered Glass,39.9,"ATX, Micro ATX, Mini ITX",360,170,ATX
Silverstone Sugo 16,95.5,Mini ITX Tower,Black,Tempered Glass,13.0,Mini ITX,300,140,SFX
Montech KING 95 PRO,169.0,ATX Mid Tower,Red / Black,Tempered Glass,63.0,"ATX, Micro ATX, Mini ITX",360,170,ATX
Thermaltake View 71 TG RGB,219.99,ATX Full Tower,Black,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair Carbide Series SPEC-02,124.99,ATX Mid Tower,Black / Red,Acrylic,42.8,"ATX, Micro ATX, Mini ITX",360,170,ATX
Corsair iCUE 5000X RGB,124.99,ATX Mid Tower,Black,Tempered Glass,66.2,"ATX, Micro ATX, Mini ITX",360,170,ATX
HYTE Gundam Wing Y70 Touch Infinite,499.99,ATX Mid Tower,White / Gold,Tempered Glass,70.7,"ATX, Micro ATX, Mini ITX",360,170,ATX
